01,03900401,VA MEDICAL CENTER - BEDFORD,000560931,25-MAR-11,546743,55
01,03900401,VA MEDICAL CENTER - BEDFORD,000550265,07-MAR-11,546751,65
01,03900401,VA MEDICAL CENTER - BEDFORD,000548636,03-MAR-11,546762,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000547167,01-MAR-11,546835,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000547168,01-MAR-11,547843,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000547169,01-MAR-11,547845,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548103,02-MAR-11,548238,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000547170,01-MAR-11,548420,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000547171,01-MAR-11,550465,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548104,02-MAR-11,550473,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548637,03-MAR-11,550476,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000544675,05-MAR-11,550477,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000548105,02-MAR-11,550479,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000547172,01-MAR-11,550483,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548106,02-MAR-11,550484,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000549212,04-MAR-11,550486,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000548107,02-MAR-11,550487,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548108,02-MAR-11,550491,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000548638,03-MAR-11,550492,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000550266,07-MAR-11,550497,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548639,03-MAR-11,550498,109.04
01,03900401,VA MEDICAL CENTER - BEDFORD,000548640,03-MAR-11,550500,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000547173,01-MAR-11,550502,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000550267,07-MAR-11,550503,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548641,03-MAR-11,550508,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548109,02-MAR-11,550515,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548642,03-MAR-11,550519,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000549213,04-MAR-11,550533,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000547174,01-MAR-11,550605,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548110,02-MAR-11,550607,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000550268,07-MAR-11,550613,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000548111,02-MAR-11,550617,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000549214,04-MAR-11,553323,0
01,03900401,VA MEDICAL CENTER - BEDFORD,000552369,10-MAR-11,553765,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552370,10-MAR-11,553768,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000560932,25-MAR-11,553771,55
01,03900401,VA MEDICAL CENTER - BEDFORD,000551691,09-MAR-11,553775,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000555880,17-MAR-11,553785,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553653,14-MAR-11,553789,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000555078,16-MAR-11,553792,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000552371,10-MAR-11,553795,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000559374,23-MAR-11,553796,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552865,11-MAR-11,553797,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553654,14-MAR-11,553800,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000550269,07-MAR-11,553824,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552372,10-MAR-11,553829,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551000,08-MAR-11,553832,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551692,09-MAR-11,553834,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552866,11-MAR-11,553835,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552373,10-MAR-11,553838,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551693,09-MAR-11,553840,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000555079,16-MAR-11,553841,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551694,09-MAR-11,553842,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551001,08-MAR-11,553843,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552374,10-MAR-11,553845,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552375,10-MAR-11,553846,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000550270,07-MAR-11,553848,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551002,08-MAR-11,553849,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000550271,07-MAR-11,553852,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552376,10-MAR-11,553854,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552867,11-MAR-11,553855,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000560309,24-MAR-11,553858,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000552377,10-MAR-11,553859,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552378,10-MAR-11,553862,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000552868,11-MAR-11,553864,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000550272,07-MAR-11,553865,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000550273,07-MAR-11,553867,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000550274,07-MAR-11,553869,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000550275,07-MAR-11,553870,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000555881,17-MAR-11,555070,55
01,03900401,VA MEDICAL CENTER - BEDFORD,000552379,10-MAR-11,555100,55
01,03900401,VA MEDICAL CENTER - BEDFORD,000552869,11-MAR-11,555123,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000553655,14-MAR-11,555143,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553656,14-MAR-11,555146,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553657,14-MAR-11,555180,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000551003,08-MAR-11,555189,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553658,14-MAR-11,555193,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551004,08-MAR-11,555196,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551005,08-MAR-11,555198,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551695,09-MAR-11,555202,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000552870,11-MAR-11,555207,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000552871,11-MAR-11,555227,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553659,14-MAR-11,555266,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000555080,16-MAR-11,555309,40
01,03900401,VA MEDICAL CENTER - BEDFORD,000553660,14-MAR-11,555331,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551006,08-MAR-11,555337,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551007,08-MAR-11,555340,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551008,08-MAR-11,555358,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553661,14-MAR-11,555361,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553662,14-MAR-11,555372,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553663,14-MAR-11,555374,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000553664,14-MAR-11,555378,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000555081,16-MAR-11,555385,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551009,08-MAR-11,555390,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000555082,16-MAR-11,555394,30
01,03900401,VA MEDICAL CENTER - BEDFORD,000551696,09-MAR-11,556769,0
01,03900401,VA MEDICAL CENTER - BEDFORD,000552380,10-MAR-11,557103,0
